date.month,date.year,date.day,name,links.download.url,links.notes.url,sdks.tvOS[1].number,sdks.tvOS[1].build,sdks.tvOS[1].release.gm,sdks.iOS[1].number,sdks.iOS[1].build,sdks.iOS[1].release.gm,sdks.macOS[1].number,sdks.macOS[1].build,sdks.macOS[1].release.gm,sdks.watchOS[1].number,sdks.watchOS[1].build,sdks.watchOS[1].release.gm,compilers.clang[1].number,compilers.clang[1].build,compilers.clang[1].release.gm,compilers.swift[1].number,compilers.swift[1].build,compilers.swift[1].release.gm,version.number,version.build,version.release.gm,requires,version.release.beta,version.release.gmSeed,compilers.llvm[1].build,compilers.llvm[1].release.gm,sdks.macOS[2].build,sdks.macOS[2].release.gm,version.release.dp,compilers.llvm_gcc[1].number,compilers.llvm_gcc[1].build,compilers.llvm_gcc[1].release.gm,compilers.gcc[1].number,compilers.gcc[1].build,compilers.gcc[1].release.gm,compilers.gcc[2].number,compilers.gcc[2].build,compilers.gcc[2].release.gm,sdks.iOS[2].build,sdks.iOS[2].release.gm,sdks.macOS[3].build,sdks.macOS[3].release.gm,sdks.macOS[2].number,sdks.macOS[3].number
10,2016,10,Xcode,,,,14T328,TRUE,,14B70,TRUE,,16A300,TRUE,,14S467,TRUE,,,,,,,8.1,8T47,,10.11.5,3,,,,,,,,,,,,,,,,,,,,,
10,2016,4,Xcode,,,,14T328,TRUE,,14B65,TRUE,,16A300,TRUE,,14S462,TRUE,,,,,,,8.1,8T46g,,10.11.5,2,,,,,,,,,,,,,,,,,,,,,
9,2016,21,Xcode,,,,14T328,TRUE,,14B54,TRUE,,16A300,TRUE,,14S452,TRUE,,,,,,,8.1,8T29o,,10.11.5,1,,,,,,,,,,,,,,,,,,,,,
9,2016,13,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_8/Xcode_8.xip,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW78,,14T328,TRUE,,14A345,TRUE,,16A300,TRUE,,14S326,TRUE,8.0.0,800.0.38,TRUE,3,800.0.46.2,TRUE,8,8A218a,TRUE,10.11.5,,,3.9.0,TRUE,,,,,,,,,,,,,,,,,,
9,2016,7,Xcode,,,,14T328,TRUE,,14A345,TRUE,,16A300,TRUE,,14S326,TRUE,,,,,,,8,8A218a,,10.11.5,,1,,,,,,,,,,,,,,,,,,,,
8,2016,15,Xcode,,,,14T5326a,TRUE,,14A5339a,TRUE,,16A286a,TRUE,,14S5320a,TRUE,,,,,,,8,8S201h,,10.11.5,6,,,,,,,,,,,,,,,,,,,,,
8,2016,9,Xcode,,,,14T5321a,TRUE,,14A5335a,TRUE,,16A286a,TRUE,,14S5315a,TRUE,,,,,,,8,8S193k,,10.11.5,5,,,,,,,,,,,,,,,,,,,,,
8,2016,1,Xcode,,,,14T5308d,TRUE,,14A5322e,TRUE,,16A270e,TRUE,,14S5302d,TRUE,,,,,,,8,8S188o,,10.11.5,4,,,,,,,,,,,,,,,,,,,,,
7,2016,18,Xcode,,,,14T5296d,TRUE,,14A5309d,TRUE,,16A254c,TRUE,,14S5290d,TRUE,,,,,,,8,8S174q,,10.11.5,3,,,,,,,,,,,,,,,,,,,,,
7,2016,5,Xcode,,,,14T5284c,TRUE,,14A5297c,TRUE,,16A239e,TRUE,,14S5278d,TRUE,,,,,,,8,8S162m,,10.11.5,2,,,,,,,,,,,,,,,,,,,,,
6,2016,13,Xcode,,,,14T5253q,TRUE,,14A5261u,TRUE,,16A201w,TRUE,,14S5247q,TRUE,,,,,,,8,8S128d,,10.11.5,1,,,,,,,,,,,,,,,,,,,,,
5,2016,3,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_7.3.1/Xcode_7.3.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW217,,13Y227,TRUE,,1.30E+231,TRUE,,1.50E+61,TRUE,,13V143,TRUE,7.3.0,703.0.31,TRUE,2.2,703.0.18.8,TRUE,7.3.1,7D1014,TRUE,10.11,,,3.8.0,TRUE,,,,,,,,,,,,,,,,,,
4,2016,19,Xcode,,,,13Y227,TRUE,,1.30E+231,TRUE,,1.50E+61,TRUE,,13V143,TRUE,,,,,,,7.3.1,7D1012,,10.11,,1,,,,,,,,,,,,,,,,,,,,
3,2016,21,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_7.3/Xcode_7.3.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW233,,13Y227,TRUE,,1.30E+231,TRUE,,1.50E+61,TRUE,,13V143,TRUE,7.3.0,703.0.29,TRUE,2.2,703.0.18.1,TRUE,7.3,7D175,TRUE,10.11,,,3.8.0,TRUE,,,,,,,,,,,,,,,,,,
3,2016,1,Xcode,,,,13Y5220b,TRUE,,13E5225a,TRUE,,15E55a,TRUE,,13V5140a,TRUE,,,,,,,7.3,7D162j,,10.11,5,,,,,,,,,,,,,,,,,,,,,
2,2016,22,Xcode,,,,13Y5210c,TRUE,,13E5214d,TRUE,,15E47a,TRUE,,13V5129c,TRUE,,,,,,,7.3,7D152p,,10.11,4,,,,,,,,,,,,,,,,,,,,,
2,2016,8,Xcode,,,,13Y5198c,TRUE,,13E5200d,TRUE,,15E39c,TRUE,,13V5117c,TRUE,,,,,,,7.3,7D141l,,10.11,3,,,,,,,,,,,,,,,,,,,,,
2,2016,2,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_7.2.1/Xcode_7.2.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW264,,13U79,TRUE,,13C75,TRUE,,15C43,TRUE,,13S660,TRUE,7.0.2,700.1.81,TRUE,2.1.1,700.1.101.15,TRUE,7.2.1,7C1002,TRUE,10.10.5,,,3.7.0,TRUE,,,,,,,,,,,,,,,,,,
1,2016,25,Xcode,,,,13Y5189c,TRUE,,13E5191d,TRUE,,15E33c,TRUE,,13V5108b,TRUE,,,,,,,7.3,7D129n,,10.11,2,,,,,,,,,,,,,,,,,,,,,
1,2016,11,Xcode,,,,13Y5179e,TRUE,,13E5181d,TRUE,,15E27c,TRUE,,13V5098e,TRUE,,,,,,,7.3,7D111g,,10.11,1,,,,,,,,,,,,,,,,,,,,,
12,2015,8,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_7.2/Xcode_7.2.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW270,,13U78,TRUE,,13C75,TRUE,,15C43,TRUE,,13S660,TRUE,7.0.2,700.1.81,TRUE,2.1.1,700.1.101.15,TRUE,7.2,7C68,TRUE,10.10.5,,,3.7.0,TRUE,,,,,,,,,,,,,,,,,,
11,2015,5,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_7.1.1/Xcode_7.1.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW291,,13T393,TRUE,,13B137,TRUE,,15A278,TRUE,,13S343,TRUE,,,,,,,7.1.1,7B1005,TRUE,10.10.5,,,,,,,,,,,,,,,,,,,,,,
11,2015,3,Xcode,,,,13U5077a,TRUE,,13C70,TRUE,,15C38a,TRUE,,13S343,TRUE,,,,,,,7.2,7C62b,,10.10.5,4,,,,,,,,,,,,,,,,,,,,,
11,2015,3,Xcode,,,,13U5069b,TRUE,,13C70,TRUE,,15C38a,TRUE,,13S343,TRUE,,,,,,,7.2,7C62,,10.10.5,3,,,,,,,,,,,,,,,,,,,,,
11,2015,3,Xcode,,,,13U5061c,TRUE,,13C5060d,TRUE,,15C31c,TRUE,,13S343,TRUE,,,,,,,7.2,7C46t,,10.10.5,2,,,,,,,,,,,,,,,,,,,,,
10,2015,27,Xcode,,,,13T393,TRUE,,13C5055d,TRUE,,15C27b,TRUE,,13S343,TRUE,,,,,,,7.2,7C46l,,10.10.5,1,,,,,,,,,,,,,,,,,,,,,
10,2015,21,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_7.1/Xcode_7.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW300,,13T393,TRUE,,13B137,TRUE,,15A278,TRUE,,13S343,TRUE,7.0.0,700.1.76,TRUE,2.1,700.1.101.6,TRUE,7.1,7B91b,TRUE,10.10.5,,,3.7.0,TRUE,,,,,,,,,,,,,,,,,,
10,2015,6,Xcode,,,,13T5379f,TRUE,,13B134,TRUE,,15A278,TRUE,,13S343,TRUE,,,,,,,7.1,7B85,,10.10.5,3,,,,,,,,,,,,,,,,,,,,,
9,2015,28,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_7.0.1/Xcode_7.0.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW324,,,,,13A340,TRUE,,15A278,TRUE,,13S343,TRUE,7.0.0,700.0.72,TRUE,2,700.0.59,TRUE,7.0.1,7A1001,TRUE,10.10.3,,,3.7.0,TRUE,,,,,,,,,,,,,,,,,,
9,2015,23,Xcode,,,,13T5365h,TRUE,,13B5119e,TRUE,,15A278,TRUE,,13S343,TRUE,,,,,,,7.1,7B75,,10.10.5,2,,,,,,,,,,,,,,,,,,,,,
9,2015,16,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_7/Xcode_7.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW326,,,,,13A340,TRUE,,15A278,TRUE,,13S343,TRUE,7.0.0,700.0.72,TRUE,2,700.0.59,TRUE,7,7A220,TRUE,10.10.3,,,3.7.0,TRUE,,,,,,,,,,,,,,,,,,
9,2015,9,Xcode,,,,13T5347l,TRUE,,13B5110e,TRUE,,15A278,TRUE,,13S343,TRUE,,,,,,,7.1,7B60,,10.10.5,1,,,,,,,,,,,,,,,,,,,,,
9,2015,9,Xcode,,,,,,,13A340,TRUE,,15A278,TRUE,,13S343,TRUE,,,,,,,7,7A218,,10.10.3,,1,,,,,,,,,,,,,,,,,,,,
8,2015,24,Xcode,,,,,,,13A4325c,TRUE,,15A244e,TRUE,,13S5325c,TRUE,,,,,,,7,7A192o,,10.10.3,6,,,,,,,,,,,,,,,,,,,,,
8,2015,6,Xcode,,,,,,,13A4325c,TRUE,,14D125,TRUE,,13S5325c,TRUE,,,,,,,7,7A176x,,10.10.3,5,,,,15A244e,TRUE,,,,,,,,,,,,,,,,
7,2015,21,Xcode,,,,,,,13A4305g,TRUE,,14D125,TRUE,,13S5305d,TRUE,,,,,,,7,7A165t,,10.10.3,4,,,,15A226f,TRUE,,,,,,,,,,,,,,,,
7,2015,8,Xcode,,,,,,,13A4293f,TRUE,,14D125,TRUE,,13S5293f,TRUE,,,,,,,7,7A152u,,10.10.3,3,,,,15A216g,TRUE,,,,,,,,,,,,,,,,
6,2015,23,Xcode,,,,,,,13A4280e,TRUE,,14D125,TRUE,,13S5255c,TRUE,,,,,,,7,7A121l,,10.10.3,2,,,,15A204f,TRUE,,,,,,,,,,,,,,,,
6,2015,8,Xcode,,,,,,,13A4254u,TRUE,,14D125,TRUE,,13S5254w,TRUE,,,,,,,7,7A120f,,10.10.3,1,,,,15A178w,TRUE,,,,,,,,,,,,,,,,
6,2015,30,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_6.4/Xcode_6.4.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW364,,,,,12H141,TRUE,,13F34,TRUE,,,,6.1.0,602.0.53,TRUE,1.2,602.0.53.1,TRUE,6.4,6E35b,TRUE,10.1,,,3.6.0,TRUE,14D125,TRUE,,,,,,,,,,,,,,,,
6,2015,9,Xcode,,,,,,,12H4125a,TRUE,,13F34,TRUE,,,,,,,,,,6.4,6E31c,,10.1,4,,,,14D125,TRUE,,,,,,,,,,,,,,,,
5,2015,18,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_6.3.2/Xcode_6.3.2.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW368,,,,,12F69,TRUE,,13F34,TRUE,,,,6.1.0,602.0.53,TRUE,1.2,602.0.53.1,TRUE,6.3.2,6D2105,TRUE,10.1,,,3.6.0,TRUE,14D125,TRUE,,,,,,,,,,,,,,,,
5,2015,11,Xcode,,,,,,,,,,,,,,,,,,,,,6.4,6.00E+23,,10.1,3,,,,,,,,,,,,,,,,,,,,,
4,2015,27,Xcode,,,,,,,,,,,,,,,,,,,,,6.4,6.00E+14,,10.1,2,,,,,,,,,,,,,,,,,,,,,
4,2015,21,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_6.3.1/Xcode_6.3.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW370,,,,,12F69,TRUE,,13F34,TRUE,,,,6.1.0,602.0.49,TRUE,1.2,602.0.49.6,TRUE,6.3.1,6D1002,TRUE,10.1,,,3.6.0,TRUE,14D125,TRUE,,,,,,,,,,,,,,,,
4,2015,13,Xcode,,,,,,,,,,,,,,,,,,,,,6.4,6.00E+07,,10.1,1,,,,,,,,,,,,,,,,,,,,,
4,2015,8,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_6.3/Xcode_6.3.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW378,,,,,12F69,TRUE,,13F34,TRUE,,,,6.1.0,602.0.49,TRUE,1.2,602.0.49.3,TRUE,6.3,6D570,TRUE,10.1,,,3.6.0,TRUE,14D125,TRUE,,,,,,,,,,,,,,,,
3,2015,24,Xcode,,,,,,,,,,,,,,,,,,,,,6.3,6D554n,,10.1,4,,,,,,,,,,,,,,,,,,,,,
3,2015,12,Xcode,,,,,,,,,,,,,,,,,,,,,6.3,6D543q,,10.1,3,,,,,,,,,,,,,,,,,,,,,
3,2015,9,Xcode,https://download.developer.apple.com/Developer_Tools/Xcode_6.2/Xcode_6.2.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW412,,,,,12D508,TRUE,,13F26,TRUE,,,,6,600.0.57,TRUE,1.1,600.0.57.4,TRUE,6.2,6C131e,TRUE,10.9.4,,,3.5,TRUE,14A383,TRUE,,,,,,,,,,,,,,,,
2,2015,23,Xcode,,,,,,,,,,,,,,,,,,,,,6.3,6D532l,,10.1,2,,,,,,,,,,,,,,,,,,,,,
2,2015,9,Xcode,,,,,,,,,,,,,,,,,,,,,6.3,6D520o,,10.1,1,,,,,,,,,,,,,,,,,,,,,
2,2015,2,Xcode,,,,,,,,,,,,,,,,,,,,,6.2,6C121,,10.9.4,5,,,,,,,,,,,,,,,,,,,,,
1,2015,12,Xcode,,,,,,,,,,,,,,,,,,,,,6.2,6C107a,,10.9.4,4,,,,,,,,,,,,,,,,,,,,,
12,2014,18,Xcode,,,,,,,,,,,,,,,,,,,,,6.2,6C101,,10.9.4,3,,,,,,,,,,,,,,,,,,,,,
12,2014,10,Xcode,,,,,,,,,,,,,,,,,,,,,6.2,6C95a,,10.9.4,2,,,,,,,,,,,,,,,,,,,,,
12,2014,2,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_6.1.1/xcode_6.1.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW423,,,,,12A365,TRUE,,13F26,TRUE,,,,6,600.0.56,TRUE,1.1,600.0.56.1,TRUE,6.1.1,6A2008a,TRUE,10.9.4,,,3.5,TRUE,14A382,TRUE,,,,,,,,,,,,,,,,
11,2014,18,Xcode,,,,,,,,,,,,,,,,,,,,,6.2,6C86e,,10.9.4,1,,,,,,,,,,,,,,,,,,,,,
11,2014,14,Xcode,,,,,,,,,,,,,,,,,,,,,6.1.1,6A2006,,10.9.4,,1,,,,,,,,,,,,,,,,,,,,
10,2014,20,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_6.1/56841_xcode_6.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW432,,,,,,,,,,,,,6,600.0.54,TRUE,1.1,600.0.54.20,TRUE,6.1,6A1052d,TRUE,10.9.4,,,3.5,TRUE,,,,,,,,,,,,,,,,,,
10,2014,13,Xcode,,,,,,,,,,,,,,,,,,,,,6.1,6A1046a,,10.9.4,3,,,,,,,,,,,,,,,,,,,,,
10,2014,6,Xcode,,,,,,,,,,,,,,,,,,,,,6.1,6A1042b,,10.9.4,2,,,,,,,,,,,,,,,,,,,,,
9,2014,17,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_6.0.1/xcode_6.0.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW450,,,,,12A365,TRUE,,13F26,TRUE,,,,6,600.0.51,TRUE,1,600.0.51.4,TRUE,6.0.1,6A317,TRUE,10.9.4,,,3.5,TRUE,,,,,,,,,,,,,,,,,,
9,2014,9,Xcode,,,,,,,,,,,,,,,,,,,,,6.1,6A1027,,10.9.4,1,,,,,,,,,,,,,,,,,,,,,
9,2014,9,Xcode,,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW453,,,,,,,,,,,,,,,,,,,6,6A313,TRUE,10.9.4,,,,,,,,,,,,,,,,,,,,,,
9,2014,2,Xcode,,,,,,,,,,,,,,,,,,,,,6,6A280n,,10.9.4,7,,,,,,,,,,,,,,,,,,,,,
8,2014,18,Xcode,,,,,,,,,,,,,,,,,,,,,6,6A280e,,10.9.4,6,,,,,,,,,,,,,,,,,,,,,
8,2014,4,Xcode,,,,,,,,,,,,,,,,,,,,,6,6A279r,,10.9.4,5,,,,,,,,,,,,,,,,,,,,,
7,2014,21,Xcode,,,,,,,,,,,,,,,,,,,,,6,6A267n,,10.9.4,4,,,,,,,,,,,,,,,,,,,,,
7,2014,7,Xcode,,,,,,,,,,,,,,,,,,,,,6,6A254o,,10.9.4,3,,,,,,,,,,,,,,,,,,,,,
6,2014,16,Xcode,,,,,,,,,,,,,,,,,,,,,6,6A216f,,10.9.4,2,,,,,,,,,,,,,,,,,,,,,
6,2014,2,Xcode,,,,,,,,,,,,,,,,,,,,,6,6A215l,,10.9.4,1,,,,,,,,,,,,,,,,,,,,,
4,2014,10,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_5.1.1/xcode_5.1.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW504,,,,,,,,,,,,,5.1,503.0.40,TRUE,,,,5.1.1,5B1008,TRUE,10.8,,,3.4,TRUE,,,,,,,,,,,,,,,,,,
3,2014,10,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_5.1/xcode_5.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW512,,,,,,,,,,,,,5.1,503.0.38,TRUE,,,,5.1,5B130a,TRUE,10.8,,,3.4,TRUE,,,,,,,,,,,,,,,,,,
2,2014,4,Xcode,,,,,,,,,,,,,,,,,,,,,5.1,5B103i,,10.8,5,,,,,,,,,,,,,,,,,,,,,
1,2014,20,Xcode,,,,,,,,,,,,,,,,,,,,,5.1,5B90f,,10.8,4,,,,,,,,,,,,,,,,,,,,,
1,2014,7,Xcode,,,,,,,,,,,,,,,,,,,,,5.1,5B71o,,10.8,3,,,,,,,,,,,,,,,,,,,,,
12,2013,5,Xcode,,,,,,,,,,,,,,,,,,,,,5.1,5B71f,,10.8,,,,,,,2,,,,,,,,,,,,,,,
11,2013,18,Xcode,,,,,,,,,,,,,,,,,,,,,5.1,5B45j,,10.8,,,,,,,1,,,,,,,,,,,,,,,
11,2013,11,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_5.0.2/xcode_5.0.2.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW536,,,,,,,,,,,,,5,500.2.79,TRUE,,,,5.0.2,5A3005a,TRUE,10.8,,,3.3,TRUE,,,,,,,,,,,,,,,,,,
10,2013,22,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_5.0.1/xcode_5.0.1.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW544,,,,,,,,,,,,,5,500.2.79,TRUE,,,,5.0.1,5A2053,TRUE,10.8,,,3.3,TRUE,,,,,,,,,,,,,,,,,,
10,2013,3,Xcode,,,,,,,,,,,,,,,,,,,,,5.0.1,5A2039a,,10.8,,1,,,,,,,,,,,,,,,,,,,,
9,2013,16,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_5/xcode_5.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW578,,,,,,,,,,,,,5,500.2.75,TRUE,,,,5,5A1413,TRUE,10.8,,,3.3,TRUE,,,,,,,,,,,,,,,,,,
9,2013,10,Xcode,,,,,,,,,,,,,,,,,,,,,5,5A1412,,10.8,,1,,,,,,,,,,,,,,,,,,,,
8,2013,21,Xcode,,,,,,,,,,,,,,,,,,,,,5,5A11386k,,10.8,,,,,,,6,,,,,,,,,,,,,,,
8,2013,6,Xcode,,,,,,,,,,,,,,,,,,,,,5,5A11365y,,10.8,,,,,,,5,,,,,,,,,,,,,,,
7,2013,29,Xcode,,,,,,,,,,,,,,,,,,,,,5,5A11365j,,10.8,,,,,,,4,,,,,,,,,,,,,,,
7,2013,8,Xcode,,,,,,,,,,,,,,,,,,,,,5,5A11344j,,10.8,,,,,,,3,,,,,,,,,,,,,,,
6,2013,24,Xcode,,,,,,,,,,,,,,,,,,,,,5,5A11315e,,10.8,,,,,,,2,,,,,,,,,,,,,,,
6,2013,11,Xcode,,,,,,,,,,,,,,,,,,,,,5,5A11314m,,10.8,,,,,,,1,,,,,,,,,,,,,,,
6,2013,12,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_4.6.3/xcode4630916281a.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW600,,,,,10B141,TRUE,,1.10E+53,TRUE,,,,4.1,425.0.28,TRUE,,,,4.6.3,4H1503,TRUE,10.7,,,2336.11.00,TRUE,12D75,TRUE,,4.2,5658,TRUE,,,,,,,,,,,,
4,2013,15,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_4.6.2/xcode4620419895a.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW603,,,,,10B141,TRUE,,1.10E+53,TRUE,,,,4.1,425.0.28,TRUE,,,,4.6.2,4H1003,TRUE,10.7,,,2336.11.00,TRUE,12D75,TRUE,,4.2,5658,TRUE,,,,,,,,,,,,
3,2013,14,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_4.6.1/xcode4610419628a.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW612,,,,,10B141,TRUE,,1.10E+53,TRUE,,,,4.1,425.0.27,TRUE,,,,4.6.1,4H512,TRUE,10.7,,,2336.11.00,TRUE,12D75,TRUE,,4.2,5658,TRUE,,,,,,,,,,,,
1,2013,28,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_4.6/xcode460417218a.dmg,https://download.developer.apple.com/Developer_Tools/xcode_4.6/release_notes_xcode46gm.pdf,,,,,10B141,TRUE,,1.10E+53,TRUE,,,,4.1,425.0.24,TRUE,,,,4.6,4H127,TRUE,10.7,,,2336.11.00,TRUE,12D75,TRUE,,4.2,5658,TRUE,,,,,,,,,,,,
12,2012,17,Xcode,,,,,,,10B5126b,TRUE,,1.10E+53,TRUE,,,,,,,,,,4.6,4H112f,,10.7,,,,,12C237,TRUE,4,,,,,,,,,,,,,,,
12,2012,3,Xcode,,,,,,,10B5117b,TRUE,,1.10E+53,TRUE,,,,,,,,,,4.6,4H104c,,10.7,,,,,12C237,TRUE,3,,,,,,,,,,,,,,,
11,2012,12,Xcode,,,,,,,10B5105c,TRUE,,1.10E+53,TRUE,,,,,,,,,,4.6,4H95e,,10.7,,,,,12C237,TRUE,2,,,,,,,,,,,,,,,
11,2012,1,Xcode,,,,,,,10B5095e,TRUE,,1.10E+53,TRUE,,,,,,,,,,4.6,4H90b,,10.7,,,,,12C237,TRUE,1,,,,,,,,,,,,,,,
11,2012,1,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_4.5.2/xcode4520418508a.dmg,https://download.developer.apple.com/Developer_Tools/xcode_4.5.2/release_notes_xcode_4.5.2.pdf,,,,,10A403,TRUE,,1.10E+53,TRUE,,,,4.1,421.11.66,TRUE,,,,4.5.2,4G2008a,TRUE,10.7,,,2336.11.00,TRUE,12C237,TRUE,,4.2,5658,TRUE,,,,,,,,,,,,
10,2012,3,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_4.5.1/xcode4510417539a.dmg,https://download.developer.apple.com/Developer_Tools/xcode_4.5.1/release_notes_xcode_4.5.1.pdf,,,,,10A403,TRUE,,1.10E+53,TRUE,,,,4.1,421.11.66,TRUE,,,,4.5.1,4G1004,TRUE,10.7,,,2336.11.00,TRUE,12C237,TRUE,,4.2,5658,TRUE,,,,,,,,,,,,
9,2012,19,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_4.5/xcode_4.5.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW643,,,,,10A403,TRUE,,1.10E+53,TRUE,,,,4.1,421.11.65,TRUE,,,,4.5,4G182,TRUE,10.7,,,2336.11.00,TRUE,12C237,TRUE,,4.2,5658,TRUE,,,,,,,,,,,,
8,2012,7,Xcode,https://download.developer.apple.com/Developer_Tools/xcode_4.4.1/xcode_4.4.1_6938145.dmg,https://developer.apple.com/library/content/releasenotes/DeveloperTools/RN-Xcode/Chapters/Introduction.html#//apple_ref/doc/uid/TP40001051-CH1-SW670,,,,,9B176,TRUE,,1.10E+53,TRUE,,,,4,421.0.60,TRUE,,,,4.4.1,4F1003,TRUE,10.7,,,2336.11.00,TRUE,12A264,TRUE,,4.2,5658,TRUE,,,,,,,,,,,,
8,2012,6,Xcode,,,,,,,10A5376e,TRUE,,1.10E+53,TRUE,,,,,,,,,,4.5,4G144l,,10.7,,4,,,12A264,TRUE,,,,,,,,,,,,,,,,
